,T_ratio,h_mid,p,f,h_atm,theta_min,NX,NY,NZ
0,2.004301580134779,0.13143679723143575,1.201603191671893,0.3508015958359465,0.726643767359472,1.0450491378691535,478.038527986654,268.53608395706965,40.0
1,2.7721736868843436,0.09374944204464555,1.1246836718637496,0.3123418359318748,0.8487988505700316,1.1957985586163145,670.2104215390843,375.7856206915132,39.999999999999986
2,2.261352038476616,0.10101611111313105,1.1816175219137222,0.3408087609568611,0.7187262377592007,1.1667318823423725,621.9983364973191,348.8789196167258,39.99999999999999
3,1.489516424946487,0.07387105328962207,1.0079572673421353,0.25397863367106766,0.4048390921477102,1.2753121136364083,850.561218146634,476.4374554853125,40.0
4,1.3259400285314769,0.1214978196658194,1.0890440305229276,0.2945220152614638,0.46217678140278723,1.084805048131619,517.1438734013112,290.3605174424376,40.0
5,2.5343026558402926,0.053340188413858416,1.2294401081744581,0.3647200540872291,0.5853097403353428,1.357435573139463,1177.945840466349,659.1468333610165,39.99999999999999
6,2.936723072780296,0.13981218291446568,1.0436047764960676,0.2718023882480338,1.0980838483525008,1.0115475951370339,449.40184583367204,252.55411045120172,40.0
7,1.7303779798094183,0.08532490078359842,1.1537884732242674,0.3268942366121337,0.5054507854539172,1.2294967236605028,736.3835468282633,412.71616097751803,40.000000000000014
8,1.808509556343779,0.109094194509089,1.0477748301345855,0.27388741506729275,0.597340041768512,1.1344195487585407,575.9413079177291,323.1749021272363,39.999999999999986
9,2.7900184851605445,0.06592131657525897,1.1261897112708539,0.31309485563542694,0.7163413431981638,1.3071110604938607,953.1340746215826,533.682163670557,39.99999999999999
10,2.4263689757790416,0.1272040896117687,1.0697136248927563,0.28485681244637817,0.8653810510731282,1.0619799683478217,493.9452282042256,277.41351311932874,40.0
11,1.4477591936010867,0.09770766431465744,1.2409629907924682,0.3704814953962341,0.45254382920362196,1.1799656695362668,643.0596157682407,360.6330209213758,40.0
12,1.6122952247969806,0.1438314224593341,1.1618219616357237,0.33091098081786186,0.6114647919624031,0.9954706369575601,436.84371604932505,245.5454779446507,40.0
13,2.1524587236344814,0.08112882021814585,1.0199305226560682,0.2599652613280341,0.6130874303909336,1.2462810459223133,774.4701932414202,433.9719075907899,39.999999999999986
14,2.6264287340454757,0.11360910022631288,1.2053080906625837,0.35265404533129185,0.8852627312833293,1.116359925889645,553.0529944047867,310.401123797073,40.0
15,2.081473521888256,0.06145489886403084,1.097535282606259,0.2987676413031295,0.5159993384268698,1.3249767313387733,1022.4059307429915,572.3419480196085,39.99999999999999
16,2.0466719118412584,0.11694965660572051,1.1350798911880702,0.3175399455940351,0.6999188740803507,1.1029977003720144,537.2555584632856,301.58469910292,40.00000000000001
17,2.5928683907259256,0.058157214615494016,1.0581603155005723,0.27908015775028616,0.6252911362767329,1.3381674683329206,1080.3793387838152,604.6961925191017,39.99999999999999
18,2.187781069194898,0.14747257698327304,1.2479038641322404,0.3739519320661202,0.8401551516528317,0.9809060188618044,426.0578770446421,239.5259470834106,40.0
19,1.645334891276434,0.07734743235632777,1.0742435462307185,0.28712177311535925,0.4575907725490843,1.2614065973695854,812.3327582787641,455.10258554589535,40.000000000000014
20,1.3715180470608175,0.1297218577004969,1.030323633691296,0.265161816845648,0.49397856745222835,1.0519088959929088,484.35825839668945,272.0630866319268,40.00000000000001
21,2.35222358815372,0.09514663964509965,1.1707197746727616,0.3353598873363808,0.7255633345887024,1.190209768214498,660.3685984724307,370.2929963553756,39.999999999999986
22,2.8659258685074747,0.11209261445328593,1.1020728370640427,0.30103641853202134,0.9595187195017445,1.1224258689817528,560.5351733318768,314.5768670937797,40.00000000000001
23,1.882988752797246,0.06306274551898242,1.2122565896715969,0.35612829483579844,0.47286172604461424,1.318545344718967,996.3386870443652,557.7941369711868,39.999999999999986
24,1.7656569299288094,0.14232437182217836,1.114046360598877,0.30702318029943854,0.6661100115844751,1.001498839506183,441.46938621516404,248.12704322571528,40.00000000000001
25,2.9697994524613023,0.08275829730555415,1.1924612976145,0.34623064880724996,0.8543442409312688,1.2397631375726799,759.2211913182878,425.46160553064425,40.000000000000014
26,2.4995711375959218,0.12450286746025085,1.0031755126547068,0.2515877563273534,0.881972772556067,1.0727848569538931,504.66189537245594,283.39441322633616,40.0
27,1.2923162626102567,0.0504882455803454,1.1744249418843538,0.3372124709421769,0.2903781602581835,1.368843344473515,1244.4847775866413,696.2813670332758,39.99999999999998
28,1.5653870950918645,0.10436262814328073,1.2203058472368866,0.3601529236184433,0.5057015128606271,1.1533458142217736,602.053188863098,337.74771470830774,40.0
29,2.3358746303711087,0.07057932931929826,1.078414344927296,0.289207172463648,0.6205664515120783,1.2884790095177034,890.2302370648338,498.5762759721941,40.00000000000001
30,2.6959959629457444,0.13507170537486674,1.14660351886414,0.32330175943206996,0.9908352054114585,1.0305095052954296,465.17405623492783,261.3564972652359,40.0
31,1.9300861007068306,0.0899618074297905,1.0388306549284607,0.26941532746423036,0.5789029589270072,1.2109490970757346,698.4280870616361,391.533615081761,40.0
32,1.9580758586525917,0.10302113834768534,1.0660396148450673,0.28301980742253363,0.6284817704153637,1.1587117734041552,609.8928247108382,342.12294469476274,40.0
33,2.722697104793042,0.07196984244510532,1.2365870652720332,0.3682935326360166,0.7304232782487075,1.2829169570144754,873.0302990411656,488.9771906266945,39.999999999999986
34,2.304053168743849,0.13333806172013282,1.0508690355345607,0.27543451776728034,0.8413361805222446,1.0374440799143652,471.2221871326995,264.7319245701536,40.00000000000001
35,1.5425175721757114,0.09174446845427156,1.130657218862325,0.3153286094311625,0.4672185363478305,1.2038184529778104,684.8571268698702,383.95980026304363,39.999999999999986
36,1.2694601987022907,0.1378071437589824,1.2097193165682256,0.3548596582841128,0.47125389716931776,1.019567751758967,455.9404640276526,256.2032796595375,40.0
37,2.4677364320959896,0.08722612354904413,1.1006953064352274,0.3003476532176137,0.7288229821782836,1.22189183259872,720.3329749770178,403.7585060918449,40.0
38,2.99651384470053,0.1195965432561934,1.157502317801118,0.32875115890055895,1.0362763869052725,1.092410153770123,525.365126458553,294.9487387575603,40.0
39,1.7936332353856415,0.05534517392516136,1.016190694179386,0.25809534708969295,0.4219621737439359,1.3494156310942511,1135.2724838620638,635.3313712313196,40.0
40,1.854568593436852,0.12520521357655523,1.184589627198875,0.3422948135994375,0.6562270187272518,1.0699754724886756,501.83096435819004,281.81448992609893,40.0
41,2.8396617516409606,0.09961502635851502,1.012546815443784,0.256273407721892,0.8962497322495132,1.1723362213608364,630.74673940921,353.76132153660126,40.00000000000001
42,2.383621324086562,0.10718687418848276,1.1978070815093815,0.34890354075469077,0.7803834761376779,1.1420488300409655,586.1898067976979,328.89450124256655,40.0
43,1.3948045677971095,0.06792023433372378,1.1204297868534923,0.31021489342674613,0.36350714258261346,1.2991153894600014,925.0829842999904,518.0271842208955,40.00000000000001
44,1.668607953004539,0.1156079881824553,1.0394071731716394,0.2697035865858197,0.567346305366419,1.1083643740650753,543.4905845142217,305.0644187468935,40.000000000000014
45,2.2191920490004122,0.05954752489924431,1.1499265446327627,0.32496327231638134,0.5415352671838629,1.3326062271979193,1055.154738641257,590.6186553650225,40.0
46,2.566591023467481,0.14573875470086933,1.0935772969387472,0.2967886484693736,0.9798152579945639,0.9878413079914192,431.12659498675595,242.35477765138847,40.0
47,2.0182652049697936,0.07912989053875208,1.2324780318886042,0.3662390159443021,0.5677387215681152,1.2542767646398882,794.0343736609287,444.89046117331986,40.0
48,2.106455812463537,0.14869025368243455,1.0075552561320364,0.2537776280660182,0.8122572650521839,0.9760353120651584,422.5687394816684,237.57867311607924,40.0
49,2.6561305436771363,0.07622134713456034,1.1781027624383569,0.33905138121917844,0.7333102003248544,1.2659109382566551,824.3340669494228,461.8003808227135,40.00000000000001
50,2.131308553973213,0.11807578355073929,1.1095750341191888,0.3047875170595944,0.7323635920335015,1.0984931925919394,532.1315784010519,298.7250449256413,39.99999999999999
51,1.5787613790016621,0.05693957963958383,1.1893632807768881,0.34468164038844407,0.37672428915795053,1.3430380082365612,1103.4829106486025,617.5900084261328,40.000000000000014
52,1.4142118887975812,0.11087494967505335,1.1434473129920661,0.3217236564960331,0.470902722984552,1.1272965280946832,566.6911530146373,318.01246849936086,40.0
53,2.4052320499904454,0.06418881881982089,1.0344232395291328,0.2672116197645664,0.6093778640973603,1.3140410515156131,978.8597800524411,548.0393705914892,39.999999999999986
54,2.8197070444002748,0.1285957426764071,1.2240418568253517,0.36202092841267586,1.0111539547775468,1.0564133560892681,488.5997915957707,274.43025951141146,40.0
55,1.8335052994079888,0.09636426270008086,1.0827301773242652,0.2913650886621326,0.5691676015606454,1.1853392759945731,652.0244259778178,365.6361950730838,40.0
56,1.705813156440854,0.12327913492918015,1.2433104971423745,0.37165524857118726,0.5989302504812912,1.077679787078176,509.6714306755212,286.19020017988527,39.99999999999999
57,2.9065971723757684,0.05160827497020364,1.071267629507929,0.28563381475396454,0.6603048970050054,1.364363226914082,1217.4763273539413,681.2082959039495,40.00000000000001
58,2.5558903198689222,0.14120439607650043,1.1393375941552222,0.3196687970776111,0.9604313374216167,1.0059787424888949,444.97094154034266,250.08124457942176,40.0
59,1.3590431078337133,0.08398208348080516,1.0619602361693978,0.2809801180846989,0.3938461049873159,1.234867992871676,748.1578268554939,419.2872609962231,40.0
60,1.5226329632569104,0.1362954259850085,1.1059309467673302,0.3029654733836651,0.5621288411416472,1.0256146228548626,460.9975178382502,259.02559428349895,40.0
61,2.2829264586325735,0.0888417899608612,1.2164503815583885,0.35822519077919424,0.6804568204533518,1.2154291669514516,707.2330836588966,396.44759304995324,40.000000000000014
62,2.742061036871746,0.10548259196802973,1.0272895279340446,0.2636447639670223,0.8905688781774039,1.1488659589227777,595.6608754062405,334.18022152915194,40.0
63,1.979723304277286,0.06935555506497622,1.166190318763256,0.33309515938162804,0.5213688995906026,1.2933741065349917,905.938291647027,507.3427571884375,39.99999999999999
